year,mm-dd,location,parameter,unit,datatype,value
2015,6-May,TDA,spill,kcfs,Spill,63.2
2015,7-May,TDA,spill,kcfs,Spill,63.3
2015,8-May,TDA,spill,kcfs,Spill,61.2
2015,9-May,TDA,spill,kcfs,Spill,58.2
2015,10-May,TDA,spill,kcfs,Spill,53.3
2015,11-May,TDA,spill,kcfs,Spill,51.2
2015,12-May,TDA,spill,kcfs,Spill,60.5
2015,13-May,TDA,spill,kcfs,Spill,68.3
2015,14-May,TDA,spill,kcfs,Spill,70.3
2015,15-May,TDA,spill,kcfs,Spill,74
2015,16-May,TDA,spill,kcfs,Spill,65.1
2015,17-May,TDA,spill,kcfs,Spill,61
2015,18-May,TDA,spill,kcfs,Spill,76.4
2015,19-May,TDA,spill,kcfs,Spill,73.7
2015,20-May,TDA,spill,kcfs,Spill,71.2
2015,21-May,TDA,spill,kcfs,Spill,78.1
2015,22-May,TDA,spill,kcfs,Spill,74.7
2015,23-May,TDA,spill,kcfs,Spill,75.4
2015,24-May,TDA,spill,kcfs,Spill,82.6
2015,25-May,TDA,spill,kcfs,Spill,77.8
2015,26-May,TDA,spill,kcfs,Spill,78.4
2015,27-May,TDA,spill,kcfs,Spill,81
2015,28-May,TDA,spill,kcfs,Spill,79.1
2015,29-May,TDA,spill,kcfs,Spill,74.8
2015,30-May,TDA,spill,kcfs,Spill,66.7
2015,31-May,TDA,spill,kcfs,Spill,71.7
2015,1-Jun,TDA,spill,kcfs,Spill,72.7
2014,20-Apr,BON,spill,kcfs,Spill,100.496
2014,21-Apr,BON,spill,kcfs,Spill,100.438
2014,22-Apr,BON,spill,kcfs,Spill,100.733
2014,23-Apr,BON,spill,kcfs,Spill,100.771
2014,24-Apr,BON,spill,kcfs,Spill,100.517
2014,25-Apr,BON,spill,kcfs,Spill,100.758
2014,26-Apr,BON,spill,kcfs,Spill,101.213
2014,27-Apr,BON,spill,kcfs,Spill,106.708
2014,28-Apr,BON,spill,kcfs,Spill,100.258
2014,29-Apr,BON,spill,kcfs,Spill,101.033
2014,30-Apr,BON,spill,kcfs,Spill,100.804
2014,1-May,BON,spill,kcfs,Spill,100.083
2014,2-May,BON,spill,kcfs,Spill,100.854
2014,3-May,BON,spill,kcfs,Spill,100.596
2014,4-May,BON,spill,kcfs,Spill,100.342
2014,5-May,BON,spill,kcfs,Spill,106.608
2014,6-May,BON,spill,kcfs,Spill,130.379
2014,7-May,BON,spill,kcfs,Spill,105.746
2014,8-May,BON,spill,kcfs,Spill,105.192
2014,9-May,BON,spill,kcfs,Spill,103.683
2014,10-May,BON,spill,kcfs,Spill,99.854
2014,11-May,BON,spill,kcfs,Spill,100.725
2014,12-May,BON,spill,kcfs,Spill,115.554
2014,13-May,BON,spill,kcfs,Spill,114.975
2014,14-May,BON,spill,kcfs,Spill,100.663
2014,15-May,BON,spill,kcfs,Spill,111.813
2014,16-May,BON,spill,kcfs,Spill,103.813
2014,17-May,BON,spill,kcfs,Spill,124.942
2014,18-May,BON,spill,kcfs,Spill,144.967
2014,19-May,BON,spill,kcfs,Spill,155.733
2014,20-May,BON,spill,kcfs,Spill,163.113
2014,21-May,BON,spill,kcfs,Spill,144.071
2014,22-May,BON,spill,kcfs,Spill,128.971
2014,23-May,BON,spill,kcfs,Spill,138.813
2014,24-May,BON,spill,kcfs,Spill,156.975
2014,25-May,BON,spill,kcfs,Spill,162.579
2014,26-May,BON,spill,kcfs,Spill,152.75
2014,27-May,BON,spill,kcfs,Spill,169.621
2014,28-May,BON,spill,kcfs,Spill,169.363
2014,29-May,BON,spill,kcfs,Spill,157.554
2014,30-May,BON,spill,kcfs,Spill,156.817
2014,31-May,BON,spill,kcfs,Spill,135.388
2014,1-Jun,BON,spill,kcfs,Spill,128.288
2014,20-Apr,JDA,spill,kcfs,Spill,78.563
2014,21-Apr,JDA,spill,kcfs,Spill,80.567
2014,22-Apr,JDA,spill,kcfs,Spill,77.029
2014,23-Apr,JDA,spill,kcfs,Spill,89.846
2014,24-Apr,JDA,spill,kcfs,Spill,97.425
